date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:14:57	10260/10260	---M--	200	added ('OK')	text/css	etag:%222814-626b776966703%22	http://modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.25.4	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min401f.css	(from http://modelo18.ondatta.com.br/)
11:14:57	4434/4434	---M--	200	added ('OK')	text/css	etag:%221152-62f34b599168b%22	http://modelo18.ondatta.com.br/wp-content/uploads/elementor/css/post-6.css?ver=1740753291	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/uploads/elementor/css/post-6980a.css	(from http://modelo18.ondatta.com.br/)
11:14:58	974/974	---M--	200	added ('OK')	text/css	etag:%223ce-626b77f856836%22	http://modelo18.ondatta.com.br/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min.css?ver=3.25.2	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min7ed1.css	(from http://modelo18.ondatta.com.br/)
11:14:58	137/137	---M--	200	added ('OK')	text/css	etag:%2289-626b7769e7981%22	http://modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.25.4	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min401f.css	(from http://modelo18.ondatta.com.br/)
11:14:58	1364/1364	---M--	200	added ('OK')	text/css	etag:%22554-626b776983bc8%22	http://modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.25.4	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/css/widget-spacer.min401f.css	(from http://modelo18.ondatta.com.br/)
11:14:58	139/139	---M--	200	added ('OK')	text/css	etag:%228b-626b7769e7981%22	http://modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?ver=3.25.4	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min401f.css	(from http://modelo18.ondatta.com.br/)
11:14:58	137/137	---M--	200	added ('OK')	text/css	etag:%2289-626b7769e7981%22	http://modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?ver=3.25.4	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min401f.css	(from http://modelo18.ondatta.com.br/)
11:14:59	4296/4296	---M--	200	added ('OK')	text/css	etag:%2210c8-626b7769797b7%22	http://modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.25.4	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/css/widget-divider.min401f.css	(from http://modelo18.ondatta.com.br/)
11:14:59	130/130	---M--	200	added ('OK')	text/css	etag:%2282-626b7769e7d69%22	http://modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.25.4	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min401f.css	(from http://modelo18.ondatta.com.br/)
11:14:59	1409/1409	---M--	200	added ('OK')	text/css	etag:%22581-626b77697d24f%22	http://modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/css/widget-image-box.min.css?ver=3.25.4	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/css/widget-image-box.min401f.css	(from http://modelo18.ondatta.com.br/)
11:14:59	704/704	---M--	200	added ('OK')	text/css	etag:%222c0-626b776985339%22	http://modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.25.4	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/css/widget-text-editor.min401f.css	(from http://modelo18.ondatta.com.br/)
11:14:59	20035/20035	---M--	200	added ('OK')	text/css	etag:%224e43-626b77f852d9d%22	http://modelo18.ondatta.com.br/wp-content/plugins/elementor-pro/assets/css/widget-testimonial-carousel.min.css?ver=3.25.2	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/plugins/elementor-pro/assets/css/widget-testimonial-carousel.min7ed1.css	(from http://modelo18.ondatta.com.br/)
11:15:00	3847/3847	---M--	200	added ('OK')	text/css	etag:%22f07-626b77f85d597%22	http://modelo18.ondatta.com.br/wp-content/plugins/elementor-pro/assets/css/widget-carousel-module-base.min.css?ver=3.25.2	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/plugins/elementor-pro/assets/css/widget-carousel-module-base.min7ed1.css	(from http://modelo18.ondatta.com.br/)
11:15:00	60456/60456	---M--	200	added ('OK')	text/css	etag:%22ec28-62f34b8994b3a%22	http://modelo18.ondatta.com.br/wp-content/uploads/elementor/css/post-8.css?ver=1740753342	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/uploads/elementor/css/post-80880.css	(from http://modelo18.ondatta.com.br/)
11:15:02	15316/15316	---M--	200	added ('OK')	text/css	etag:%223bd4-62f34b59c4ec8%22	http://modelo18.ondatta.com.br/wp-content/uploads/elementor/css/post-35.css?ver=1740753291	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/uploads/elementor/css/post-35980a.css	(from http://modelo18.ondatta.com.br/)
11:15:02	12993/12993	---M--	200	added ('OK')	text/css	etag:%2232c1-62f34b59d77aa%22	http://modelo18.ondatta.com.br/wp-content/uploads/elementor/css/post-40.css?ver=1740753292	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/uploads/elementor/css/post-40583c.css	(from http://modelo18.ondatta.com.br/)
11:15:03	15232/15232	---M--	200	added ('OK')	text/css	etag:%223b80-626b7775a8432%22	http://modelo18.ondatta.com.br/wp-content/plugins/creame-whatsapp-me/public/css/joinchat.min.css?ver=5.1.8	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/plugins/creame-whatsapp-me/public/css/joinchat.min9738.css	(from http://modelo18.ondatta.com.br/)
11:15:03	58071/58071	---M--	200	added ('OK')	text/css	etag:%22e2d7-626b7769f5443%22	http://modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from http://modelo18.ondatta.com.br/)
11:15:03	669/669	---M--	200	added ('OK')	text/css	etag:%2229d-626b7769f5ffc%22	http://modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from http://modelo18.ondatta.com.br/)
11:15:03	675/675	---M--	200	added ('OK')	text/css	etag:%222a3-626b7769f488b%22	http://modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from http://modelo18.ondatta.com.br/)
11:15:05	13577/13577	---M--	200	added ('OK')	application/javascript	etag:%223509-616fe6186ea80%22	http://modelo18.ondatta.com.br/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://modelo18.ondatta.com.br/)
11:15:07	68657/68657	---MCZ	200	added ('OK')	application/json	date:Mon,%2021%20Apr%202025%2014:15:05%20GMT	http://modelo18.ondatta.com.br/wp-json/wp/v2/pages/8	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-json/wp/v2/pages/8.json	(from http://modelo18.ondatta.com.br/)
11:15:08	34185/34185	---M--	200	added ('OK')	application/javascript	etag:%228589-626b7771010d2%22	http://modelo18.ondatta.com.br/wp-content/plugins/cookie-law-info/legacy/public/js/cookie-law-info-public.js?ver=3.2.7	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/plugins/cookie-law-info/legacy/public/js/cookie-law-info-public2c3d.js	(from http://modelo18.ondatta.com.br/)
11:15:08	848/848	---MCZ	200	added ('OK')	text/xml	date:Mon,%2021%20Apr%202025%2014:15:08%20GMT	http://modelo18.ondatta.com.br/xmlrpc.php?rsd	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/xmlrpc0db0.php	(from http://modelo18.ondatta.com.br/)
11:15:09	225266/225266	---MCZ	200	added ('OK')	application/json	date:Mon,%2021%20Apr%202025%2014:15:06%20GMT	http://modelo18.ondatta.com.br/wp-json/	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-json/index.html	(from http://modelo18.ondatta.com.br/)
11:15:10	2186/2186	---MCZ	200	added ('OK')	application/json	date:Mon,%2021%20Apr%202025%2014:15:09%20GMT	http://modelo18.ondatta.com.br/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmodelo18.ondatta.com.br%2F	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-json/oembed/1.0/embedef25.json	(from http://modelo18.ondatta.com.br/)
11:15:10	87553/87553	---M--	200	added ('OK')	application/javascript	etag:%2215601-616fe6186ea80%22	http://modelo18.ondatta.com.br/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-includes/js/jquery/jquery.minf43b.js	(from http://modelo18.ondatta.com.br/)
11:15:10	2345/2345	---MCZ	200	added ('OK')	text/xml	date:Mon,%2021%20Apr%202025%2014:15:10%20GMT	http://modelo18.ondatta.com.br/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmodelo18.ondatta.com.br%2F&format=xml	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-json/oembed/1.0/embedb989	(from http://modelo18.ondatta.com.br/)
11:15:10	3020/3020	---M--	200	added ('OK')	image/png	etag:%22bcc-616fec234ac00%22	http://modelo18.ondatta.com.br/wp-content/uploads/2021/07/favicon-1.png	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/uploads/2021/07/favicon-1.png	(from http://modelo18.ondatta.com.br/)
11:15:11	3405/3405	---M--	200	added ('OK')	image/png	etag:%22d4d-616febede2e00%22	http://modelo18.ondatta.com.br/wp-content/uploads/2021/07/logo-1.png	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/uploads/2021/07/logo-1.png	(from http://modelo18.ondatta.com.br/)
11:15:18	56967/56967	---M--	200	added ('OK')	image/jpeg	etag:%22de87-616fedfa68380%22	http://modelo18.ondatta.com.br/wp-content/uploads/2024/04/contabilidade-nome-escritorio-22.jpg	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/uploads/2024/04/contabilidade-nome-escritorio-22.jpg	(from http://modelo18.ondatta.com.br/)
11:15:19	48461/48461	---M--	200	added ('OK')	image/jpeg	etag:%22bd4d-616fedfe38c80%22	http://modelo18.ondatta.com.br/wp-content/uploads/2024/04/planejamento-tributario-nome-escritorio-33.jpg	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/uploads/2024/04/planejamento-tributario-nome-escritorio-33.jpg	(from http://modelo18.ondatta.com.br/)
11:15:20	56652/56652	---M--	200	added ('OK')	image/jpeg	etag:%22dd4c-616fedfc50800%22	http://modelo18.ondatta.com.br/wp-content/uploads/2024/04/planejamento-tributario-nome-escritorio-17.jpg	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/uploads/2024/04/planejamento-tributario-nome-escritorio-17.jpg	(from http://modelo18.ondatta.com.br/)
11:15:21	121566/121566	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2014:15:19%20GMT	http://modelo18.ondatta.com.br/sobre-nos/	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/sobre-nos/index.html	(from http://modelo18.ondatta.com.br/)
11:15:21	60529/60529	---M--	200	added ('OK')	image/jpeg	etag:%22ec71-616fedfc50800%22	http://modelo18.ondatta.com.br/wp-content/uploads/2024/04/planejamento-tributario-nome-escritorio-8.jpg	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/uploads/2024/04/planejamento-tributario-nome-escritorio-8.jpg	(from http://modelo18.ondatta.com.br/)
11:15:21	1284/1284	---M--	200	added ('OK')	text/html	etag:%22504-5d4bea99bfb80%22	http://modelo18.ondatta.com.br/wp-content/uploads/2022/01/depo-1.webp	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/uploads/2022/01/depo-1.html	(from http://modelo18.ondatta.com.br/)
11:15:21	1104/1104	---M--	200	added ('OK')	text/html	etag:%22450-5d4bea9ba8000%22	http://modelo18.ondatta.com.br/wp-content/uploads/2022/01/depo-2.webp	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/uploads/2022/01/depo-2.html	(from http://modelo18.ondatta.com.br/)
11:15:22	984/984	---M--	200	added ('OK')	text/html	etag:%223d8-5d4bea9ba8000%22	http://modelo18.ondatta.com.br/wp-content/uploads/2022/01/depo-3.webp	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/uploads/2022/01/depo-3.html	(from http://modelo18.ondatta.com.br/)
11:15:24	119661/119661	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2014:15:21%20GMT	http://modelo18.ondatta.com.br/servicos/	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/servicos/index.html	(from http://modelo18.ondatta.com.br/)
11:15:26	2/2	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2021%20Apr%202025%2014:15:25%20GMT	http://modelo18.ondatta.com.br/noticias-contabeis/negocio-sem-alvara-de-funcionamento-quais-os-riscos-e-consequencias-/d1a26ee6-c467-4c8e-8b94-8332aad2feb3	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/noticias-contabeis/negocio-sem-alvara-de-funcionamento-quais-os-riscos-e-consequencias-/d1a26ee6-c467-4c8e-8b94-8332aad2feb3	(from http://modelo18.ondatta.com.br/)
11:15:26	101333/101333	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2014:15:22%20GMT	http://modelo18.ondatta.com.br/abrir-empresa/	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/abrir-empresa/index.html	(from http://modelo18.ondatta.com.br/)
11:15:26	158445/158445	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2014:15:23%20GMT	http://modelo18.ondatta.com.br/noticias/	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/noticias/index.html	(from http://modelo18.ondatta.com.br/)
11:15:31	90418/90418	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2014:15:26%20GMT	http://modelo18.ondatta.com.br/contato/	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/contato/index.html	(from http://modelo18.ondatta.com.br/)
11:15:31	102595/102595	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2014:15:27%20GMT	http://modelo18.ondatta.com.br/noticias-contabeis/negocio-sem-alvara-de-funcionamento-quais-os-riscos-e-consequencias-/d1a26ee6-c467-4c8e-8b94-8332aad2feb3/	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/noticias-contabeis/negocio-sem-alvara-de-funcionamento-quais-os-riscos-e-consequencias-/d1a26ee6-c467-4c8e-8b94-8332aad2feb3/index.html	(from http://modelo18.ondatta.com.br/)
11:15:32	2/2	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2021%20Apr%202025%2014:15:32%20GMT	http://modelo18.ondatta.com.br/noticias-contabeis/nova-edicao-da-ifrs-para-pmes-veja-o-que-mudou-e-como-se-adaptar/8c2c5615-5e0c-4180-b8a8-d954d1344a92	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/noticias-contabeis/nova-edicao-da-ifrs-para-pmes-veja-o-que-mudou-e-como-se-adaptar/8c2c5615-5e0c-4180-b8a8-d954d1344a92.36.delayed	(from http://modelo18.ondatta.com.br/)
11:15:36	93245/93245	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2014:15:33%20GMT	http://modelo18.ondatta.com.br/noticias-contabeis/nova-edicao-da-ifrs-para-pmes-veja-o-que-mudou-e-como-se-adaptar/8c2c5615-5e0c-4180-b8a8-d954d1344a92/	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/noticias-contabeis/nova-edicao-da-ifrs-para-pmes-veja-o-que-mudou-e-como-se-adaptar/8c2c5615-5e0c-4180-b8a8-d954d1344a92/index.html	(from http://modelo18.ondatta.com.br/)
11:15:37	2/2	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2021%20Apr%202025%2014:15:37%20GMT	http://modelo18.ondatta.com.br/noticias-contabeis/mei-guias-do-das-podem-ser-emitidas-de-forma-consolidada/24e2bebe-d285-4dde-b5d6-0453f3b0f606	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/noticias-contabeis/mei-guias-do-das-podem-ser-emitidas-de-forma-consolidada/24e2bebe-d285-4dde-b5d6-0453f3b0f606	(from http://modelo18.ondatta.com.br/)
11:15:40	95299/95299	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2014:15:38%20GMT	http://modelo18.ondatta.com.br/noticias-contabeis/mei-guias-do-das-podem-ser-emitidas-de-forma-consolidada/24e2bebe-d285-4dde-b5d6-0453f3b0f606/	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/noticias-contabeis/mei-guias-do-das-podem-ser-emitidas-de-forma-consolidada/24e2bebe-d285-4dde-b5d6-0453f3b0f606/index.html	(from http://modelo18.ondatta.com.br/)
11:15:43	76070/76070	---M--	200	added ('OK')	application/octet-stream	etag:%220x8DD7DD23EDB037D%22	https://appcontabildata.blob.core.windows.net/noticias/4995ce7a-623c-42de-ae57-bcf6146d6d34.jpg	C:/Meus%20Sites/contabilidade/appcontabildata.blob.core.windows.net/noticias/4995ce7a-623c-42de-ae57-bcf6146d6d34.jpg	(from http://modelo18.ondatta.com.br/)
11:15:44	2/2	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2021%20Apr%202025%2014:15:44%20GMT	http://modelo18.ondatta.com.br/noticias-contabeis/depositos-de-marcas-feitos-por-pequenos-negocios-crescem-33-em-dois-anos/f3c0ffab-68ec-4732-adaa-1aa5342dcef9	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/noticias-contabeis/depositos-de-marcas-feitos-por-pequenos-negocios-crescem-33-em-dois-anos/f3c0ffab-68ec-4732-adaa-1aa5342dcef9.3a.delayed	(from http://modelo18.ondatta.com.br/)
11:15:47	95120/95120	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2014:15:45%20GMT	http://modelo18.ondatta.com.br/noticias-contabeis/depositos-de-marcas-feitos-por-pequenos-negocios-crescem-33-em-dois-anos/f3c0ffab-68ec-4732-adaa-1aa5342dcef9/	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/noticias-contabeis/depositos-de-marcas-feitos-por-pequenos-negocios-crescem-33-em-dois-anos/f3c0ffab-68ec-4732-adaa-1aa5342dcef9/index.html	(from http://modelo18.ondatta.com.br/)
11:15:58	116040/116040	---M--	200	added ('OK')	application/octet-stream	etag:%220x8DD7DD1D1B298F8%22	https://appcontabildata.blob.core.windows.net/noticias/70015cda-1554-4bbc-8c70-85db3d76f6e8.jpg	C:/Meus%20Sites/contabilidade/appcontabildata.blob.core.windows.net/noticias/70015cda-1554-4bbc-8c70-85db3d76f6e8.jpg	(from http://modelo18.ondatta.com.br/)
11:15:59	2376/2376	---M--	200	added ('OK')	image/png	etag:%22948-616febede2e00%22	http://modelo18.ondatta.com.br/wp-content/uploads/2021/07/logo-2.png	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/uploads/2021/07/logo-2.png	(from http://modelo18.ondatta.com.br/)
11:15:59	12323/12323	---M--	200	added ('OK')	text/css	etag:%223023-62f34b6a5446f%22	http://modelo18.ondatta.com.br/wp-content/uploads/elementor/css/post-507.css?ver=1740753309	C:/Meus%20Sites/contabilidade/modelo18.ondatta.com.br/wp-content/uploads/elementor/css/post-5074e10.css	(from http://modelo18.ondatta.com.br/)
